Kode Produk;Nama Produk;Nama Material;Jumlah Per Karton;Satuan
4050200001;BANTAL HELA SIGNATURE QUEEN 50X70 CM;KAIN POLYMICRO 90 GSM W:240 CM;0,3625;M
;;BISBAN ISI PUTIH ;0,067;PACK
;;RESLETING JEPANG 25 CM ;1;PCS
;;BENANG JAHIT POLYESTER WHITE D0004 ;0,0029;PCS
;;PLASTIK PE 50X85 CM 70 MICRON ;0,0588;KG
;;KAIN SLS/SFS EX MARGARETH 152 CM (A) ;0,12;M
;;KERTAS LABEL HELA SIGNATURE QUEEN ;1;PCS
;;POLYESTER  1.5DX38MM ;0,7;KG
;;RECYCLE FIBER  ;0,3;KG
;;;;
4050200002;BANTAL HELA SIGNATURE STANDARD 45X65 CM;KAIN POLYMICRO 90 GSM W:240 CM;0,27;M
;;BISBAN ISI PUTIH ;0,063;PACK
;;RESLETING JEPANG 25 CM ;1;PCS
;;BENANG JAHIT POLYESTER WHITE D0004 ;0,0026;PCS
;;PLASTIK PE 50X75 CM 70 MICRON ;0,05;KG
;;KAIN SLS/SFS EX MARGARETH 152 CM (A) ;0,082;M
;;KERTAS LABEL HELA SIGNATURE STANDARD ;100,00%;PCS
;;POLYESTER  1.5DX38MM ;0,56;KG
;;RECYCLE FIBER  ;0,24;KG
;;;;
4050200003;BANTAL HELA DELUXE QUEEN 50X70 CM;KAIN POLYMICRO 90 GSM W:240 CM;0,3625;M
;;BISBAN ISI BIRU ;0,067;PACK
;;RESLETING JEPANG 25 CM ;1;PCS
;;BENANG JAHIT POLYESTER WHITE D0004 ;0,0029;PCS
;;PLASTIK PE 50X85 CM 70 MICRON ;0,0588;KG
;;KAIN SLS/SFS EX MARGARETH 152 CM (A) ;0,12;M
;;KERTAS LABEL HELA DELUXE QUEEN ;1;PCS
;;HCS 15DX64MM INDORAMA ;0,72;KG
;;VISCOSE RAYON Staple Fibre 1.7D X 40 mm ;0,18;KG
;;;;
4050200004;BANTAL HELA DELUXE STANDARD 45X65 CM;KAIN POLYMICRO 90 GSM W:240 CM;0,27;M
;;BISBAN ISI BIRU ;0,063;PACK
;;RESLETING JEPANG 25 CM ;1;PCS
;;BENANG JAHIT POLYESTER WHITE D0004 ;0,0026;PCS
;;PLASTIK PE 50X75 CM 70 MICRON ;0,05;KG
;;KAIN SLS/SFS EX MARGARETH 152 CM (A) ;0,08;M
;;KERTAS LABEL HELA DELUXE STANDARD ;1;PCS
;;HCS 15DX64MM INDORAMA ;0,6;KG
;;VISCOSE RAYON Staple Fibre 1.7D X 40 mm ;0,15;KG
;;;;
4050300001;BANTAL VOLARE HOTEL SERIES 50X75 CM;KAIN DOBBY 130 GSM W:240 CM;0,39;M
;;BISBAN ISI PUTIH ;0,143;PACK
;;RESLETING JEPANG 25 CM ;1;PCS
;;BENANG JAHIT POLYESTER WHITE D0004 ;0,0033;PCS
;;KAIN SLS EX HAGIHARA /SFSH 134 CM ;1;M
;;RESLETING METERAN  ;1;M
;;KEPALA ZIPPER  ;1;PCS
;;KERTAS LABEL VOLARE HOTEL SERIES ;1;PCS
;;MICROFIBER 0.8DX51MM HARVEST ;1,04;KG
;;RECYCLE FIBER  ;0,26;KG
;;;;
4050100004;GULING SYNTEC GOOOSE DOWN 100%W L:86D:24CM;KAIN POLYMICRO 90 GSM W:240 CM;0,387516667;M
;;RESLETING JEPANG 25 CM ;1;PCS
;;BENANG JAHIT POLYESTER WHITE D0004 ;0,0039;PCS
;;PLASTIK PE 40X115 CM 70 MICRON ;0,066666667;KG
;;KAIN SLS EX HAGIHARA /SFSH 143 CM ;0,28;M
;;KERTAS LABEL GULING SYNTEC GOOSE DOWN ;1;PCS
;;RECYCLE FIBER  ;1;KG
;;;;
3040100003;KAIN SF 100GSMX152CM ORANGE ;SPUNBOND MASKER 25GSMX1600MM ORANGE ;0,04;KG
;;KAIN FLD 152 CM ;1;M
;;GLUE LAMINASI CM929V9U @20KG;0,008;KG
;;;;
4060100001;BAG WETKINS 50S ORANGE;PLASTIK MICA 100 MICRON W:134 CM ;0,012;M
;;KAIN SF 100GSMX152CM ORANGE ;0,189;M
;;TALI KUR 5 MM, PUTIH ;0,014;ROLL
;;3;0,001;PCS
;;;;
4060100002;BAG WETKINS 80S ORANGE;PLASTIK MICA 100 MICRON W:134 CM ;0,022;M
;;KAIN SF 100GSMX152CM ORANGE ;0,379;M
;;TALI KUR 5 MM, PUTIH ;0,016;ROLL
;;BENANG JAHIT POLYESTER ORANGE D0004 ;0,001;PCS
;;;;
3040100004;KAIN SF 100GSMX152CM BLUE ;SPUNBOND MASKER 25GSMX1600MM BIRU ;0,04;KG
;;KAIN FLD 152 CM ;1;M
;;GLUE LAMINASI CM929V9U @20KG;0,008;KG
;;;;
4060100003;BAG WETKINS 50S BLUE;PLASTIK MICA 100 MICRON W:134 CM ;0,012;M
;;KAIN SF 100GSMX152CM BLUE ;0,189;M
;;TALI KUR 5 MM, PUTIH ;0,014;ROLL
;;BENANG JAHIT POLYESTER BLUE D0004 ;0,001;PCS
;;;;
4060100004;BAG WETKINS 80S  BLUE;PLASTIK MICA 100 MICRON W:134 CM ;0,022;M
;;KAIN SF 100GSMX152CM BLUE ;0,379;M
;;TALI KUR 5 MM, PUTIH ;0,016;ROLL
;;BENANG JAHIT POLYESTER BLUE D0004 ;0,001;PCS
;;;;
3040100005;KAIN SF 100GSMX152CM PINK ;SPUNBOND MASKER 25GSMX1600MM PINK ;0,04;KG
;;KAIN FLD 152 CM ;1;M
;;GLUE LAMINASI CM929V9U @20KG;0,008;KG
;;;;
4060100005;BAG WETKINS 50S PINK;PLASTIK MICA 100 MICRON W:134 CM ;0,012;M
;;KAIN SF 100GSMX152CM PINK ;0,189;M
;;TALI KUR 5 MM, PUTIH ;0,014;ROLL
;;BENANG JAHIT POLYESTER PINK D0004 ;0,001;PCS
;;;;
4060100006;BAG WETKINS 80S  PINK;PLASTIK MICA 100 MICRON W:134 CM ;0,022;M
;;KAIN SF 100GSMX152CM PINK ;0,379;M
;;TALI KUR 5 MM, PUTIH ;0,016;ROLL
;;BENANG JAHIT POLYESTER PINK D0004 ;0,001;PCS
;;;;
3040100006;KAIN SF 100GSMX152CM GREY ;SPUNBOND MASKER 25GSMX1600MM BIRU ;0,04;KG
;;KAIN FLD 152 CM ;1;M
;;GLUE LAMINASI CM929V9U @20KG;0,008;KG
;;;;
4060100007;BAG WETKINS 50S GREY;PLASTIK MICA 100 MICRON W:134 CM ;0,012;M
;;KAIN SF 100GSMX152CM GREY ;0,189;M
;;TALI KUR 5 MM, PUTIH ;0,014;ROLL
;;BENANG JAHIT POLYESTER GREY D0004 ;0,001;PCS
;;;;
4060100008;BAG WETKINS 80S GREY;PLASTIK MICA 100 MICRON W:134 CM ;0,022;M
;;KAIN SF 100GSMX152CM GREY ;0,379;M
;;TALI KUR 5 MM, PUTIH ;0,016;ROLL
;;BENANG JAHIT POLYESTER GREY D0004 ;0,001;PCS
;;;;
3050100001;URUNG BISBAN PUTIH 45X65 CM ;KAIN POLYMICRO 90 GSM W:240 CM;0,27;M
;;BISBAN ISI PUTIH ;0,063;PACK
;;RESLETING JEPANG 25 CM ;1;PCS
;;BENANG JAHIT POLYESTER WHITE D0004 ;0,0026;PCS
;;;;
3060200002;JR SL 100GSMX15CM (FN70-6H) ;KAIN SL 100GSMX165CM (FN70-6H) BL ;1;KG
;;;;
3060200003;KAIN GLOVE 15CMX45CM (FN70-6H)  ;JR SL 100GSMX15CM (FN70-6H) ;0,006753375;KG
;;;;
3050201007;WIP OCTENIC 4S ;KAIN GLOVE 15CMX45CM (FN70-6H)  ;288;PCS
;;PACKAGING OCTENIC BWG 4S @4761;72;PCS
;;STC REMOVABLE OCTENIC BWG 4S ;72;PCS
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,0081648;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,02286144;KG
;;CHEMICAL AMISOFT ECS 22 ;0,0081648;KG
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,00707616;KG
;;CHEMICAL PROPYLENE GLYCOL ;0,040824;KG
;;CHEMICAL OCTENIDINE ;0,0054432;KG
;;PARFUM PREMIUM LD ;0,00163296;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,0081648;KG
;;CHEMICAL AQUADEST ;5,34086784;KG
;;;;
4022101001;OCTENIC BWG 4S @72;WIP OCTENIC 4S ;72;PCK
;;CARTON BOX OCTENIC BWG 4S ;1;PCS
;;;;
3050201014;WIP ALFA KUROMI HAND & MOUTH 20S ;JR 40-76 H 20% R/80%P 26 CM ADPZ40;0,50544;KG
;;PACKAGING ALFA KUROMI HAND & MOUTH 20S @5700;27;PCS
;;STC REMOVABLE TRANSPARANT ORG @6500;27;PCS
;;PARFUM GRAPE FLAVOR ;0,003335904;KG
;;CHEMICAL CHAMOMILE EXTRACT ;0,000833976;KG
;;CHEMICAL CITRIC ACID ANHYDROUS ;0,000833976;KG
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,000500386;KG
;;CHEMICAL MONTANOX DF 20/GLYCOSPERSE ;0;KG
;;CHEMICAL TRISODIUM CITRATE DIHYDRATE ;0,002501928;KG
;;CHEMICAL SODIUM BENZOAT ;0,00416988;KG
;;CHEMICAL PROPYLENE GLYCOL ;0,001667952;KG
;;CHEMICAL AQUADEST ;1,654107998;KG
;;;;
3050201015;WIP ALFA CINAMOROLL HAND & MOUTH 20S ;JR 40-76 H 20% R/80%P 26 CM ADPZ40;0,50544;KG
;;PACKAGING ALFA CINAMOROLL HAND & MOUTH 20S @5700;27;PCS
;;STC REMOVABLE TRANSPARANT ORG @6500;27;PCS
;;PARFUM GRAPE FLAVOR ;0,003335904;KG
;;CHEMICAL CHAMOMILE EXTRACT ;0,000833976;KG
;;CHEMICAL CITRIC ACID ANHYDROUS ;0,000833976;KG
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,000500386;KG
;;CHEMICAL MONTANOX DF 20/GLYCOSPERSE ;0;KG
;;CHEMICAL TRISODIUM CITRATE DIHYDRATE ;0,002501928;KG
;;CHEMICAL SODIUM BENZOAT ;0,00416988;KG
;;CHEMICAL PROPYLENE GLYCOL ;0,001667952;KG
;;CHEMICAL AQUADEST ;1,654107998;KG
;;;;
3050201016;WIP ALFA HELLOKITTY  HAND & MOUTH 20S ;JR 40-76 H 20% R/80%P 26 CM ADPZ40;0,50544;KG
;;PACKAGING ALFA HELLOKITTY  HAND & MOUTH 20S @5700;27;PCS
;;STC REMOVABLE TRANSPARANT ORG @6500;27;PCS
;;PARFUM GRAPE FLAVOR ;0,003335904;KG
;;CHEMICAL CHAMOMILE EXTRACT ;0,000833976;KG
;;CHEMICAL CITRIC ACID ANHYDROUS ;0,000833976;KG
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,000500386;KG
;;CHEMICAL MONTANOX DF 20/GLYCOSPERSE ;0;KG
;;CHEMICAL TRISODIUM CITRATE DIHYDRATE ;0,002501928;KG
;;CHEMICAL SODIUM BENZOAT ;0,00416988;KG
;;CHEMICAL PROPYLENE GLYCOL ;0,001667952;KG
;;CHEMICAL AQUADEST ;1,654107998;KG
;;;;
4022301001;ALFAMART WET WIPES HAND & MOUTH 20S @27X3;WIP ALFA KUROMI HAND & MOUTH 20S ;27;PCK
;;WIP ALFA CINAMOROLL HAND & MOUTH 20S ;27;PCK
;;WIP ALFA HELLOKITTY  HAND & MOUTH 20S ;27;PCK
;;CARTON BOX ALFAMART WIPES SANRIO 20S ;1;PCS
;;POLYBAG ALFA 20S ;27;PCS
;;;;
;;;;
4070102001;KAIN SFS + SFSH FUTTON ;KAIN SLS/SFS EX MARGARETH 152 CM (A) ;;
;;KAIN SLS EX HAGIHARA /SFSH 143 CM ;;
;;;;
4070102002;KAIN SFS + SPUNBON TAS FUTTON ;KAIN SLS/SFS EX MARGARETH 152 CM (A) ;;
;;SPUNBOND MASKER 25GSMX1600MM ORANGE ;;
;;;;
4070100001;FUTON 90 X 200 CM WHITE;WEB FIBER  ;6.650,00;KG
;;HCS 15DX64MM INDORAMA ;350;KG
;;KAIN SFS + SFSH FUTTON ;4,51;M
;;KAIN JARING  ;0,16;M
;;RESLETING METERAN  ;0,9;M
;;KEPALA ZIPPER  ;1;Pcs
;;BENANG JAHIT POLYESTER WHITE D0004 ;0,021;KG
;;KANCING  ;24;Pcs
;;PLASTIK PE 100 CM  ;0,125;KG
;;;;
4070100002;FUTON 120 X 200 CM WHITE;WEB FIBER  ;9.025,00;KG
;;HCS 15DX64MM INDORAMA ;475;KG
;;KAIN SFS + SFSH FUTTON ;5,75;M
;;KAIN JARING  ;0,16;M
;;RESLETING METERAN  ;0,9;M
;;KEPALA ZIPPER  ;1;Pcs
;;BENANG JAHIT POLYESTER WHITE D0004 ;0,032;KG
;;KANCING  ;32;Pcs
;;PLASTIK PE 100 CM  ;0,18;KG
;;;;
4070100001;FUTON 90 X 200 CM WHITE;KAIN SFS + SPUNBON TAS FUTTON ;4,96;M
;;RESLETING METERAN  ;1,25;M
;;KEPALA ZIPPER  ;1;PCS
;;TALI TAS HITAM ;14,65;M
;;;;
4070100002;FUTON 120 X 200 CM WHITE;KAIN SFS + SPUNBON TAS FUTTON ;7,68;M
;;RESLETING METERAN  ;1,6;M
;;KEPALA ZIPPER  ;1;PCS
;;TALI TAS HITAM ;20,59;M
